Department Name;Strategic Goal;Measure Title;Measure Description;Measure Methodology;Measure Data Type;Fiscal Year;End Calendar Year;Target;Mid-Year Result;Mid-Year Projection;Full-Year Result;Data Notes
STATUS OF WOMEN;End Violence Against Women;Number of individuals turned away from shelters annually;Number of individuals turned away annually from the domestic violence shelters funded by the Department.  This may include duplicate counts, e.g., one woman turned away from several shelters. There is currently no method for determining an unduplicated number, as this would require certain collaborative technology between shelters that does not currently exist.  As the Violence Against Women Prevention and Intervention (VAW) Grants Program only funds services, we cannot fund this more extensive type of data collection.  Initial 6-month actual based on projections of 1st quarter reports, with true actual updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2018-19;2019;1000;216;500;705;
STATUS OF WOMEN;End Violence Against Women;Number of individuals turned away from shelters annually;Number of individuals turned away annually from the domestic violence shelters funded by the Department.  This may include duplicate counts, e.g., one woman turned away from several shelters. There is currently no method for determining an unduplicated number, as this would require certain collaborative technology between shelters that does not currently exist.  As the Violence Against Women Prevention and Intervention (VAW) Grants Program only funds services, we cannot fund this more extensive type of data collection.  Initial 6-month actual based on projections of 1st quarter reports, with true actual updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2019-20;2020;1000;;;2810;
STATUS OF WOMEN;End Violence Against Women;Number of individuals turned away from shelters annually;Number of individuals turned away annually from the domestic violence shelters funded by the Department.  This may include duplicate counts, e.g., one woman turned away from several shelters. There is currently no method for determining an unduplicated number, as this would require certain collaborative technology between shelters that does not currently exist.  As the Violence Against Women Prevention and Intervention (VAW) Grants Program only funds services, we cannot fund this more extensive type of data collection.  Initial 6-month actual based on projections of 1st quarter reports, with true actual updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2020-21;2021;1000;;500;2520;
STATUS OF WOMEN;End Violence Against Women;Number of individuals turned away from shelters annually;Number of individuals turned away annually from the domestic violence shelters funded by the Department.  This may include duplicate counts, e.g., one woman turned away from several shelters. There is currently no method for determining an unduplicated number, as this would require certain collaborative technology between shelters that does not currently exist.  As the Violence Against Women Prevention and Intervention (VAW) Grants Program only funds services, we cannot fund this more extensive type of data collection.  Initial 6-month actual based on projections of 1st quarter reports, with true actual updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2021-22;2022;500;;;;
STATUS OF WOMEN;End Violence Against Women;Number of individuals turned away from shelters annually;Number of individuals turned away annually from the domestic violence shelters funded by the Department.  This may include duplicate counts, e.g., one woman turned away from several shelters. There is currently no method for determining an unduplicated number, as this would require certain collaborative technology between shelters that does not currently exist.  As the Violence Against Women Prevention and Intervention (VAW) Grants Program only funds services, we cannot fund this more extensive type of data collection.  Initial 6-month actual based on projections of 1st quarter reports, with true actual updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2022-23;2023;500;;;;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2017-18;2018;3534;3183;3534;7022;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2018-19;2019;4000;3083;6000;7068;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2019-20;2020;4000;;;6301;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2020-21;2021;4000;;4000;4399;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2021-22;2022;4000;;;;
STATUS OF WOMEN;End Violence Against Women;Number of shelter bed-nights annually;Combined number of bed nights from the 3 domestic violence shelters funded by the Department (cumulative from quarterly reports). Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2022-23;2023;4000;;;;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2017-18;2018;11355;7334;11355;18029;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2018-19;2019;12000;7370;15000;20017;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2019-20;2020;12000;;;21008;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2020-21;2021;12000;;20000;11528;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2021-22;2022;20000;;;;
STATUS OF WOMEN;End Violence Against Women;Number of transitional housing bed nights annually;Transitional housing is long-term shelter with supportive services.  Residents often pay a percentage of their income in rent, and can reside in their unit for up to 2 years.  Transitional housing is a critical tool in providing stability and safety for women escaping a domestic violence situation.  This measure tracks the combined number of bednights from the domestic violence transitional housing programs funded by the Department (cumulative from quarterly reports).  Initial 6-month actuals reflect projection based on 1st quarter reports from agencies, and true actuals will be updated by March of the current fiscal year.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Numeric;FY2022-23;2023;20000;;;;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2017-18;2018;0.32;0.18;0.18;0.19;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2018-19;2019;0.4;0.17;0.25;0.15;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2019-20;2020;0.4;;;0.15;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2020-21;2021;0.4;;0.4;0.18;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2021-22;2022;0.4;;;;
STATUS OF WOMEN;End Violence Against Women;Percent of people accessing services for which English is not a primary language.;The percent of individuals using services at Partner Agencies that have a primary language other than English.  6-month actual is a percentage, based on the number of individuals with a non-English primary language divided by the total individuals served. This was a new measure in FY2007.  Of the individuals served by partner agencies in FY2007, 23% had a primary language other than English.  Census data shows that about 37% of San Francisco's population is foreign born, and about 46% of San Francisco's population speaks a language other than English in the home.  With language access a priority for the Department, but acknowledging limited resources, the Department hopes to show a steady growth in this measure, as seen by an increase in the percentage over time to align more closely with the City's demographics and needs.;Collection Method: Partner Agencies provide quarterly service reports to the Department using a standard Excel form. The form may be updated annually to enhance the reliability of the data collected. Agencies submit a separate form for each program. Department staff transfers the data into another Excel spreadsheet designed to help analyze the data. Storage: Quarterly reports are submitted electronically and/or in hard copy by agencies. Electronic files are stored on the Department�s server and are also printed and stored with program records. During the fiscal year, the Grants Administrator stores all program records in a binder. At the close of the fiscal year, the Grants Administrator transfers all program documents to a file cabinet within the Department office space. Per the Department�s record retention policy, these program files are stored on-site for 7 years. Timing:  The Department collects reports quarterly.;Percent;FY2022-23;2023;0.4;;;;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2017-18;2018;1;1;1;1;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2018-19;2019;1;;1;1;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2019-20;2020;1;;;1;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2020-21;2021;1;;1;1;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2021-22;2022;1;;;;
STATUS OF WOMEN;Maintain a positive, healthy, joyful workplace;Percent of staff completing �Preventing Workplace Harassment Training�;Percent of staff completing �Preventing Workplace Harassment Training�;;Percent;FY2022-23;2023;1;;;;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2017-18;2018;0.95;0.45;0.95;0.95;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2018-19;2019;0.95;0.7;0.7;;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2019-20;2020;0.95;0.8;0.85;0.7;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2020-21;2021;0.85;0.6;0.7;0.95;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2021-22;2022;0.7;;;;
TECHNOLOGY;Increase organizational performance;Percent of projects completed on time, on budget and to specification within Fiscal Year;Each project assigned to the Project Management Office (PMO), will be completed according to DT�s Project Methodology.;Formal project plans must be attached in Clarity, and must include an MS-Project schedule for tracking project schedule.  Budget information is tracked separately through CIMS. Frequency of reporting is monthly, or more frequently as dictated by the project�s Steering Committee.;Percent;FY2022-23;2023;0.85;;;;
TECHNOLOGY;Invest in IT infrastructure and communications;Percent of Data Center Uptime;IBM Mainframe is operational 24 x 7 x 365 with the exception of scheduled downtime. The mainframe supports critical functions such as:  Payroll, Accounts Payable, Accounts Receivable and access to Public Safety applications such as:  CABLE, DMV, etc;Collection Method: SMF Records generated by the mainframe Collection Frequency: As needed Data Collection Source: Reports generated using SMF records;Percent;FY2017-18;2018;0.9999;1;0.999;1;
